,index,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Complaint ID
1814,117966,2013-10-22,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,NJ,07103,,,Postal mail,2013-10-23,Closed with explanation,Yes,566793
1815,30375,2015-04-13,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Rushmore Loan Management Services LLC,FL,33016,,Other,Web,2015-04-13,Closed with explanation,Yes,1326752
1816,31127,2015-05-29,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,"approximately XXXX years ago my home loan was sold to OCWEN by Indy Mac Bank during the time the loan was transitioning from a fixed rate to an adjustable rate. My payments at the time with Indy Mac was {$2500.00} until the agreement was to change XX/XX/XXXX ( adjustable rate based on current interest rate ). OCWEN was suppose to mail me new payment schedule XXXX days prior to XX/XX/XXXX which they did n't. I mailed a mortgage check on XX/XX/XXXX for the normal amount which they received and cashed. I was called a few weeks later from an OCWEN rep inquiring why my payment was n't made? after several min of arguing she admitted they received my check cashed it and was holding it in another account because the amount sent was "" too much ''. The new amount for XX/XX/XXXX was {$1900.00}. I paid this amount for the entire year with NO issues, calls correspondence from OCWEN. prior to XX/XX/XXXX I waited for the supposed "" XXXX day letter '' letting me know what my new payment schedule was because I knew the current interest rate was lower than prior year. The notification never came and I mailed a payment of {$1900.00} as normal and the same issue arose again. Phone call after phone call from different reps asking why my payment was n't made? similar to last time a rep finally admitted they received my check XX/XX/XXXX as normal however it was n't the right amount and they were holding it? per my XXXX Bank the check was cashed. The rep I was speaking to told me my new payment schedule was {$2600.00} which was curious because the interest rate had lowered. I contested this and I was transferred to an escalation manager XXXX XXXX ID # XXXX who took my information and confirmed I was current on my account, no delinquency noted and the previous rep was WRONG with his calculations. He assured me he would research this and would contact me in XXXX business days with a specific time he was calling. He called the very next day and told me "" OCWEN made a mistake, your new rates as of XX/XX/XXXX is {$1.00}, XXXX '' "" The {$1.00}, XXXX being held would be applied to XXXX 's payment obligation and the overage would be applied to principal balance ''. He assured me the phone calls would stop and if they continued to contact him via email : XXXXXXXXXXXX. The harassing phone calls continued relentlessly from OCWEN reps claiming I have n't made my payments and when I explained to them XXXX XXXX the escalation manager took care of your mistake they would not except that as an answer. The would not transfer me to him they would only email him on my behalf to have him call me at which time he has not called me. I emailed XXXX XXXX on dates XX/XX/XXXX and XX/XX/XXXX explaining my situation and asking for help to no avail. I try to call the only number provided however it is answered by a voice mail when prompted to my account states "" they have received my payment of {$1900.00} on XX/XX/XXXX and my new rate is {$1500.00} as of XX/XX/XXXX ''. When prompted to a live person its a call center in XXXX and the reps state the same thing "" this situation was escalated to Manager XXXX XXXX and he is investigating the matter and will get back to you ''. They always transfer to another escalation manager who immediately states I owe them {$2600.00} a month and also agree my new rate is {$1500.00} which is frustrating and confusing. They also agree that my account has never been delinquent and I have never missed a payment however the harassing calls continue. Each new manager assures me they will email XXXX XXXX to call me which he does not. On XX/XX/XXXX I a received certified letter from OCWEN stating I am in default and they are moving to foreclose on my property if I do not respond in XXXX days by phone call ( same XXXX number that goes to an XXXX call center ) or written form. I received a new payment invoice for XXXX payment which now states my new payment is {$1100.00} which now contradicts everything. 
",,Ocwen,CA,923XX,,Consent provided,Web,2015-05-29,Closed with explanation,Yes,1398087
1817,115719,2012-09-11,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"SunTrust Banks, Inc.",NC,28269,,,Web,2012-09-12,Closed with explanation,Yes,149934
1818,113262,2015-11-30,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,Wells Fargo & Company,MA,01876,,Other,Web,2015-11-30,Closed with explanation,Yes,1676478
1819,98241,2014-06-16,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,PHH Mortgage,CO,80923,"Older American, Servicemember",,Phone,2014-06-20,Closed with explanation,Yes,896094
1820,25795,2012-08-21,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,PA,19107,,,Referral,2012-08-24,Closed with explanation,Yes,139320
1821,112278,2015-06-12,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Citizens Financial Group, Inc.",MA,01880,,,Referral,2015-06-17,Closed with explanation,Yes,1419219
1822,51926,2013-11-13,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NJ,08742,,,Web,2013-11-14,Closed with explanation,Yes,595875
1823,1567,2013-03-25,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",KY,40502,"Older American, Servicemember",,Web,2013-03-25,Closed with explanation,Yes,364219
1824,43439,2014-03-06,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,WA,98665,,,Referral,2014-03-11,Closed with explanation,Yes,746215
1825,2747,2013-05-21,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,IL,60620,,,Referral,2013-05-22,Closed with explanation,Yes,412304
1826,69017,2013-04-02,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Banco Popular North America,AL,35216,,,Referral,2013-04-03,Closed with non-monetary relief,Yes,373015
1827,116227,2016-02-05,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"This concerns Bank of America and my active mortgage there. I have had trouble paying over the past several years. Due to the bankruptcy I filed in 2009, they are not able to give me pertinent information about my loan unless I specifically define what I am asking. In addition, every time I speak to a CSR, I am given the run-around - from additional numbers, to spouting rules that they can not provide a copy of. This has happened numerous times over the last several years, and more recently in the last 6 weeks. My loan is currently in foreclosure, with {$2200.00} dollars in attorney fees ( when the attorneys have only sent me a letter, and filed for a title search ( which is not even necessary in the state of GA ). When I question the fees, I am told I must pay them to reinstate the loan. Since I can not afford to lose my home, I am between a rock and a hard place. 
When I ask who I need to speak with about the fees, I am referred to a supervisor and no one above that supervisor. When I complain, I get a phone call back from the complaint department which turns out to be a "" I hear you, and I am sorry '' conversation. 
Different CSRs have given conflicting information, and yet, whomever I am talking to at the moment can only reiterate what is in front of them - which does n't help at all. Bank of America has been a thorn in my side since they purchased this loan from Countrywide. I have had payments returned. I have had payments accepted over the phone for a later date, then the payment not processed, because the loan went into foreclosure before the payment date. I have never seen a banking system more designed for the consumer to fail in my life. The level of customer service is deplorable at best. 
",Company chooses not to provide a public response,Bank of America,GA,300XX,,Consent provided,Web,2016-02-05,Closed with explanation,Yes,1774875
1828,21336,2016-06-16,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,FL,33311,,,Referral,2016-06-20,Closed with explanation,Yes,1973009
1829,88563,2014-05-15,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",NY,10314,,,Web,2014-05-15,Closed with explanation,Yes,854195
1830,91893,2012-01-14,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,UT,84054,,,Web,2012-01-17,Closed without relief,Yes,13782
1831,76936,2014-04-17,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Citibank,VA,24171,,,Web,2014-04-17,Closed with explanation,Yes,814146
1832,62545,2013-08-30,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,JPMorgan Chase & Co.,IA,50626,,,Web,2013-08-30,Closed with explanation,Yes,510400
1833,76370,2012-08-16,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,Security National Mortgage,TX,78725,,,Web,2012-08-17,Closed with explanation,Yes,137041
1834,101787,2013-12-03,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,PA,15209,,,Web,2013-12-02,Closed with explanation,Yes,618665
1835,12789,2013-04-17,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MD,20902,,,Web,2013-04-17,Closed with explanation,Yes,384740
1836,118576,2014-12-05,Mortgage,VA mortgage,Settlement process and costs,,,,Wells Fargo & Company,CA,92270,"Older American, Servicemember",,Web,2014-12-05,Closed with explanation,Yes,1143894
1837,115490,2012-06-25,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,U.S. Bancorp,NV,89052,,,Referral,2012-06-27,Closed with explanation,Yes,106784
1838,22348,2015-06-05,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Fifth Third Financial Corporation,FL,33566,,,Referral,2015-06-09,Closed,Yes,1409542
1839,25517,2013-04-03,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,GA,30549,Older American,,Phone,2013-04-04,Closed with explanation,Yes,372337
1840,58359,2015-02-11,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,VA,24083,,,Phone,2015-02-18,Closed with explanation,Yes,1236440
1841,62830,2013-06-24,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,"CashCall, Inc.",GA,30075,,,Web,2013-06-28,Closed with explanation,Yes,440930
1842,108952,2014-08-05,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,ND,58203,,,Web,2014-08-07,Closed with explanation,Yes,970181
1843,21733,2013-04-04,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,MD,21017,,,Web,2013-04-05,Closed with explanation,Yes,374243
